"ESTUDIO";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"NACIONALIDAD";"ADQUINAC";"PAISNAC";"PAISNAC2";"P1";"P2";"P3";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P5";"P6";"P7";"P8";"P9";"P10";"P10A";"P11";"P12";"P13";"P14";"P15_A_1";"P15_A_2";"P15_A_3";"P15_A_4";"P15_A_5";"P15_A_6";"P15_B_1";"P15_B_2";"P15_B_3";"P15_B_4";"P15_B_5";"P15_B_6";"P16";"P17";"P18_A_1";"P18_A_2";"P18_A_3";"P18_A_4";"P18_B_1";"P18_B_2";"P18_B_3";"P18_B_4";"P19";"P20";"P21_1";"P21_2";"P21_3";"P22_A_1";"P22_A_2";"P22_A_3";"P22_A_4";"P22_A_5";"P22_A_6";"P22_A_7";"P22_B_1";"P22_B_2";"P22_B_3";"P22_B_4";"P22_B_5";"P22_B_6";"P22_B_7";"ESCIDEOL";"PROBVOTO";"INTENCIONGR";"SIMPATIA";"VOTOSIMGR";"PREFPTE";"P28";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"CERCANIAR2";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"SINCERIDAD";"V2_1";"V2_2";"V2_3";"V3";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_26";"IA_C2B_27";"IA_C2B_28";"IA_C2B_29";"IA_C2B_30";"IA_C2B_31";"IA_C2B_32";"IA_C2B_33";"IA_C2B_34";"IA_C2B_35";"IA_C2B_36";"IA_C2B_37";"IA_C2B_38";"IA_C2B_39";"IA_C2B_40";"IA_C2B_41";"IA_C2B_42";"IA_C2B_43";"IA_C2B_44";"IA_C2B_45";"IA_C3";"IA_C4";"INTENCIONG";"SIMPATIAR";"VOTOSIMG";"RECUVOTOGR";"RECUERDO";"CERCANIAR";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOCCAA"
3555;0;56433;1606;2;5;35;16;5;1;2;55;1;1;1;0;1;2;1;1;1;4;5;1;1;5;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;1;1;1;2;2;4;4;0;0;4;4;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;8;1;0;1;8;3;1;1;2;2;3;6;1;5;1;4;0;0;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;7;0;"";"";9;3;26;1;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;2;4;16;2;0,86745;0,71554
3555;0;56930;1618;2;5;35;16;5;1;1;67;1;1;1;0;2;1;4;1;2;1;1;1;1;5;2;0;0;0;1;2;1;1;0;3;1;1;1;1;1;1;1;1;1;1;4;1;2;2;1;1;1;1;1;2;2;2;4;3;2;1;1;5;1;1;1;2;1;1;1;1;1;1;0;1;1;1;4;10;3;0;3;2;5;1;21;3;3;3;14;1;4;5;2;0;0;3;3;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;"";"";9;3;26;1;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;21;21;3;6;12;2;0,36766;0,69648
3555;0;62229;1753;2;5;35;16;5;1;2;46;1;1;1;0;4;1;1;4;4;4;1;1;1;5;2;0;0;0;2;5;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;5;1;1;2;1;2;3;0;3;0;1;4;5;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;1;0;1;1;1;1;9999;1;1;3;4;2;5;3;8;0;0;3;3;2;2;2;2;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;47;0;0;0;0;59;0;"";"";9;3;26;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;9999;9999;1;3;15;2;2,58508;0,71835
3555;0;67501;1910;2;5;35;16;5;1;2;47;1;1;1;0;4;2;1;1;1;1;4;4;2;1;2;0;0;0;2;3;1;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;2;4;4;2;0;2;4;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;9997;9997;0;97;2;2;0;9997;0;3;6;2;3;5;8;0;0;4;4;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;"";"";9;3;26;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;9997;9997;0;9997;9997;4;15;3;0,95379;0,71835
3555;0;68254;1927;2;5;35;16;5;1;1;47;1;1;1;0;2;1;2;2;2;1;1;2;1;1;1;1;1;0;0;0;0;1;0;1;1;1;2;2;2;2;2;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;3;4;2;2;1;1;2;1;1;1;1;1;1;0;1;1;1;1;6;10;2;0;2;2;4;1;2;2;2;3;11;2;2;2;1;1;3;3;3;1;2;2;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;10;0;"";"";9;3;26;1;12;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;2;0;2;2;2;2;6;3;2;0,4696;0,69488
3555;0;74083;2096;1;5;35;16;5;1;1;18;1;1;1;0;3;2;1;2;2;4;1;2;2;1;2;0;0;0;2;2;1;1;0;1;1;9;2;2;2;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4;4;2;2;1;2;2;1;2;2;2;1;0;0;1;0;0;0;2;10;1;0;1;1;1;3;0;8995;8995;3;4;6;0;2;6;0;0;1;12;1;2;2;2;2;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;0;0;0;0;30;0;"";"";9;3;26;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;0;9995;8995;3;13;5;2,2051;1,13708
3555;0;74834;2123;2;5;35;16;5;1;2;70;1;1;1;0;2;1;1;4;2;2;2;2;2;5;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;4;5;5;5;2;1;2;1;1;1;1;0;1;0;1;1;1;1;8;10;1;0;1;1;1;1;1;1;1;3;4;2;3;1;2;0;0;5;3;2;2;2;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;0;0;0;0;28;0;"";"";9;3;26;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;3;12;2;1,74441;0,78876
3555;0;80251;2271;2;5;35;16;5;1;2;52;2;1;2;301;1;4;1;1;1;1;1;2;1;1;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;2;4;2;2;0;2;4;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;7;9998;1;1;98;1;1;1;1;1;3;15;3;3;4;4;0;0;4;5;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;8;0;"";"";9;3;26;1;23;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;1;1;1;1;1;6;16;4;0,53435;0,71835
3555;0;88680;2493;2;5;35;16;5;1;2;56;1;1;1;0;1;1;2;2;1;2;1;1;4;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;2;2;2;2;0;1;4;5;2;5;1;1;2;1;1;1;1;1;1;0;2;1;1;1;5;10;9998;9998;0;98;4;1;3;5;5;3;6;2;3;1;7;0;0;4;4;1;2;2;2;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;28;0;"";"";9;3;26;1;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9998;9998;3;3;5;4;14;3;0,86745;0,71554
3555;0;93510;2643;2;5;35;16;5;1;1;19;1;1;1;0;2;1;1;4;4;5;2;1;1;1;2;0;0;0;1;2;1;1;0;3;1;2;2;1;1;2;2;0;0;4;2;0;0;1;1;1;2;2;1;4;0;0;3;5;4;5;2;4;1;1;1;1;1;1;2;2;2;2;1;1;2;0;4;7;8996;1;0;1;8;3;0;9;9;3;6;2;2;2;6;0;0;3;3;1;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;12;0;"";"";9;3;26;1;19;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8996;1;8996;0;9995;9;4;13;2;1,19663;1,13708
3555;0;98709;2738;2;5;35;16;5;1;1;32;2;2;2;340;2;2;2;2;2;2;2;4;2;1;2;0;0;0;1;3;1;1;0;2;1;2;2;1;1;2;2;0;0;4;3;0;0;3;1;1;1;1;2;4;3;3;0;1;3;4;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;6;1;0;1;1;2;1;1;1;1;3;13;4;0;2;1;1;2;1;3;1;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;"";"";10;3;26;2;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;2;2;0,45552;1,1201
3555;0;100610;2776;2;5;35;16;5;1;2;76;1;1;1;0;1;1;2;1;1;2;2;2;1;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;1;1;1;2;2;2;2;0;4;4;8;1;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;10;2;0;2;97;5;1;2;2;2;3;6;2;2;1;2;0;0;4;3;1;2;2;2;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;24;1;0;0;0;23;1;"";"";10;3;26;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;2;2;2;2;4;12;2;0,78686;1,60743
3555;0;107122;2894;2;5;35;16;5;1;2;34;1;1;1;0;1;1;1;2;1;4;2;1;2;4;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;2;2;2;4;0;3;4;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;1;0;1;1;1;1;1;1;1;3;10;6;0;1;1;1;4;3;3;1;2;2;2;2;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;25;0;0;1;0;33;0;"";"";11;3;26;3;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;4;2;0,65543;0,69474
3555;0;125776;3213;2;5;35;16;5;1;1;71;1;1;1;0;1;2;1;1;1;2;1;2;4;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;2;2;4;4;0;0;1;3;4;2;4;1;1;2;2;1;1;2;1;1;0;0;1;1;0;4;10;1;0;1;1;1;1;1;1;1;3;11;4;0;3;2;0;0;2;3;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;8;0;"";"";10;3;26;2;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;12;2;0,36766;0,69648
3555;0;127121;3231;1;5;35;16;5;1;2;49;1;1;1;0;2;2;2;4;2;4;2;2;2;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;1;2;1;2;2;0;2;0;0;2;4;4;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;10;1;0;1;4;1;1;1;1;1;3;11;5;0;1;1;1;2;3;3;1;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;8;0;"";"";10;3;26;2;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;6;2;2;0,53435;0,71835
3555;0;153062;3487;2;5;35;16;5;1;1;50;1;1;1;0;2;2;1;2;1;4;1;4;2;2;1;1;1;0;0;0;0;1;0;1;1;2;2;2;1;2;2;0;0;0;1;0;0;3;1;1;1;2;2;2;2;0;0;1;3;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;9999;9997;0;98;2;1;2;1;1;3;9;5;0;1;1;3;2;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;15;0;"";"";11;3;26;3;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;9997;9997;2;2;1;6;2;2;0,4696;0,69488
3555;0;177448;3686;1;5;35;16;5;1;1;19;1;1;1;0;2;4;2;2;2;4;2;2;2;1;1;1;2;1;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;4;4;4;4;1;1;2;1;1;1;1;1;1;0;1;1;1;1;5;0;9997;9997;0;97;8;3;0;9997;0;3;6;6;0;2;6;0;0;3;3;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;12;0;0;0;0;12;0;"";"";11;3;26;3;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;9997;9997;0;9995;9997;4;13;2;1,19663;1,13708
3555;0;12121;368;2;5;35;0;3;3;1;32;1;1;1;0;4;2;1;2;2;2;1;1;4;2;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;8;4;4;2;0;3;3;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;3;0;3;3;4;1;3;3;3;3;7;2;2;1;1;1;4;2;3;1;2;2;2;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;10;0;"";"";6;3;26;5;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;3;3;3;3;5;4;2;0,5282;1,37745
3555;0;33832;997;2;5;35;0;3;3;1;64;1;1;1;0;1;2;4;2;1;2;1;1;1;2;1;1;1;0;0;0;0;1;0;1;1;1;2;2;2;2;2;1;0;0;0;0;0;2;1;1;1;1;2;2;2;2;0;2;3;4;1;2;1;1;2;1;1;2;2;1;1;0;2;1;0;0;3;10;1;0;1;1;1;1;1;1;1;3;7;4;0;1;1;1;3;3;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";6;3;26;5;19;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;5;3;2;0,48564;0,93008
3555;0;42005;1238;2;5;35;0;3;3;2;30;2;2;2;340;1;2;1;2;2;2;2;1;2;1;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;2;1;1;1;1;2;4;4;4;0;1;3;5;1;4;1;1;2;1;1;1;1;1;1;0;1;1;1;1;3;10;1;0;1;1;1;1;1;21;21;3;15;6;0;2;1;1;2;3;5;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;6;0;"";"";7;3;26;6;15;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;21;6;2;4;0,76;0,85436
3555;0;124597;3200;2;5;35;0;3;3;2;21;2;1;2;343;2;1;1;2;2;1;1;1;2;2;1;1;2;1;0;0;0;1;0;1;2;1;2;1;2;2;2;1;0;4;0;0;0;5;1;1;1;1;2;4;4;4;0;4;3;5;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;1;0;1;1;2;1;1;1;1;3;6;1;4;2;4;0;0;4;12;2;2;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;27;0;0;0;0;32;0;"";"";10;3;26;2;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;4;16;5;1,97986;1,33033
3555;0;149761;3467;2;5;35;0;3;3;1;42;1;1;1;0;2;2;2;1;1;2;2;2;2;4;2;0;0;0;2;2;1;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;2;1;2;1;2;2;0;2;0;0;2;4;5;4;4;1;1;2;2;1;1;1;1;1;0;0;1;2;1;4;10;1;0;1;1;2;2;0;1;1;3;7;4;0;5;6;0;0;5;3;1;2;2;2;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;14;0;"";"";11;3;26;3;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;0;9997;1;5;13;2;0,5278;0,94917
3555;0;150785;3472;1;5;35;0;3;3;2;34;3;0;2;343;1;1;1;1;1;1;4;4;2;1;2;0;0;0;1;1;1;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;2;1;1;2;0;2;2;0;3;4;1;5;4;1;1;2;1;1;2;2;1;1;0;1;1;0;0;9;97;0;0;0;0;0;0;0;9999;0;3;6;3;1;4;6;0;0;4;3;1;2;2;2;2;0;0;0;0;0;0;28;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;5;4;0;123;0;0;2;0;165;0;"";"";11;3;26;3;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;9999;4;13;2;1,21787;0,85436
3555;0;156502;3511;2;5;35;0;3;3;1;45;3;0;2;343;1;1;1;2;5;1;1;5;1;4;1;1;2;3;0;0;0;2;12;1;1;2;2;2;1;2;2;0;0;0;1;0;0;1;1;2;1;1;2;0;2;2;0;4;4;5;2;5;1;2;1;2;1;1;1;2;0;1;0;1;1;1;5;97;0;0;0;0;0;0;0;9997;0;3;7;2;2;1;1;1;5;5;5;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;19;0;0;0;0;21;0;"";"";11;3;26;3;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;9997;5;5;4;0,54452;0,85453
3555;0;179513;3732;2;5;35;0;3;3;2;58;1;1;1;0;1;1;1;5;2;5;2;5;4;2;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;4;1;2;1;1;2;0;2;2;0;2;4;5;2;4;1;1;2;1;1;2;2;1;1;0;1;1;0;0;5;6;9998;9997;0;98;2;1;8996;9999;0;3;7;2;1;1;1;1;5;3;3;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";11;3;26;3;19;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9997;9997;8996;8996;9999;5;5;2;0,49632;0,87994
3555;0;31733;944;2;5;35;0;3;3;1;47;1;1;1;0;5;1;1;2;1;5;1;2;1;4;1;2;1;0;0;0;0;1;0;1;1;8;2;2;2;2;2;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;0;2;4;5;1;3;1;1;2;1;1;1;1;1;1;0;1;1;1;1;99;0;8996;9997;0;97;5;2;0;9999;0;3;7;2;1;5;1;2;7;9;12;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;"";"";6;3;26;5;16;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8996;9997;8996;0;9997;9999;5;7;5;0,54452;0,85453
3555;0;151805;3480;2;5;35;0;3;3;1;52;1;1;1;0;2;1;1;1;2;4;4;5;1;1;1;1;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;2;2;2;2;0;1;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;10;9998;503;503;8;5;1;503;9997;0;3;13;2;1;5;1;1;2;3;3;1;2;2;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;2;0;"";"";11;3;26;3;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;8995;503;503;503;9997;6;2;2;0,54452;0,85453
3555;0;43762;1287;2;5;35;0;4;3;1;20;3;0;2;348;4;1;1;1;1;1;1;5;1;1;1;1;1;0;0;0;0;1;0;2;1;2;2;2;2;2;2;0;0;0;0;0;0;5;1;1;1;2;2;1;1;0;0;1;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;97;0;0;0;0;0;0;0;9998;0;3;6;2;1;2;1;3;3;4;98;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;"";"";7;3;26;6;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;9998;4;3;8;1,31502;2,02389
3555;0;49946;1461;2;5;35;0;4;3;1;54;1;1;1;0;1;1;1;2;1;4;1;1;1;2;1;1;1;0;0;0;0;1;0;2;1;1;2;2;2;2;2;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4;5;2;5;1;1;2;1;1;1;2;1;1;0;2;1;1;0;2;10;1;0;1;1;1;1;1;1;1;3;11;4;0;2;1;3;2;2;3;2;2;2;2;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;41;0;0;0;0;56;0;"";"";7;3;26;6;14;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;0;1;1;1;1;6;2;2;0,51606;1,23681
3555;0;57723;1637;2;5;35;0;4;3;2;59;1;1;1;0;1;1;1;5;2;2;5;5;5;5;1;1;1;0;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;4;5;8;2;2;1;1;1;1;1;1;0;1;1;1;1;1;1;10;10;9998;9997;0;1;5;1;1;9997;0;3;2;1;5;2;1;1;5;6;3;2;2;2;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;8;0;"";"";9;3;26;1;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9997;9997;1;1;9997;2;5;2;6,02696;1,27359
3555;0;74529;2106;2;5;35;0;4;3;2;36;1;1;1;0;2;4;2;2;5;2;4;4;2;1;1;1;2;3;0;0;0;1;0;1;2;2;2;2;2;2;2;0;0;0;0;0;0;3;1;1;1;1;1;4;2;2;2;3;3;5;1;4;1;1;1;2;1;2;2;1;1;1;0;1;0;0;5;8;9998;9997;0;97;2;1;503;9998;0;3;13;6;0;2;1;1;2;4;5;1;2;2;2;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;31;1;"";"";9;3;26;1;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;9997;9997;503;503;9998;6;2;4;0,66472;1,69586
